acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.2019,-0.0061,0.99292,-0.15267,1.05344,-0.42748,MPU1
-0.23242,-0.2981,0.9126,-1.96947,-3.0229,-0.61069,MPU2
-0.19287,-0.0022,1.0144,2.0458,-3.51145,0.30534,MPU1
-0.23145,-0.29004,0.90381,-0.59542,-2.59542,-0.79389,MPU2
-0.20557,-0.00122,0.98364,2.53435,0.42748,0.15267,MPU1
-0.22632,-0.28101,0.88721,-1.9084,-2.54962,-1.0229,MPU2
-0.20288,-0.00977,1.01587,3.93893,-1.57252,0.87023,MPU1
-0.22412,-0.29126,0.91357,0.64122,1.41985,1.46565,MPU2
-0.19995,0.00439,0.96533,1.69466,-1.8626,2.33588,MPU1
-0.20728,-0.28491,0.88232,-2.9313,-3.31298,-2.19847,MPU2
-0.19092,-0.00024,1.02783,3.37405,2.65649,-1.9084,MPU1
-0.22119,-0.28638,0.89746,-1.35878,2.0,1.45038,MPU2
-0.17896,-0.00562,0.98267,0.54962,-3.28244,-0.21374,MPU1
-0.21606,-0.2876,0.91504,-2.51908,-0.30534,-0.42748,MPU2
-0.20142,-0.00879,1.02881,3.57252,2.01527,2.0458,MPU1
-0.23779,-0.2771,0.88818,-1.89313,-8.33588,0.36641,MPU2
-0.17041,0.00098,0.98438,1.9084,-3.12977,0.18321,MPU1
-0.21069,-0.29028,0.91089,-1.92366,0.73282,0.25954,MPU2
-0.21021,-0.00635,1.01318,1.17557,-4.15267,0.67176,MPU1
-0.2019,-0.29468,0.93799,-0.48855,-2.30534,-1.20611,MPU2
-0.19458,-0.00781,1.03223,2.79389,-1.67939,-0.51908,MPU1
-0.21533,-0.31128,0.95068,3.63359,-2.30534,1.12977,MPU2
-0.19409,0.00684,1.02271,5.34351,-5.23664,2.87023,MPU1
-0.17944,-0.271,0.9292,2.15267,1.74046,0.99237,MPU2
-0.1582,-0.00122,0.99902,9.12977,-0.62595,-2.07634,MPU1
-0.19238,-0.26807,0.89648,5.9542,-6.12214,-1.40458,MPU2
-0.21729,0.02271,0.92407,2.39695,-2.22901,2.90076,MPU1
-0.15869,-0.27075,0.89966,2.62595,7.26718,-0.90076,MPU2
-0.20581,0.0083,0.98608,6.18321,-1.12977,-5.45038,MPU1
-0.21924,-0.27124,0.86206,-2.01527,-3.23664,-1.55725,MPU2
-0.20581,0.01807,0.98364,2.87023,5.05344,1.28244,MPU1
-0.20435,-0.26172,0.88403,1.26718,-0.35115,0.25954,MPU2
-0.24121,0.02734,0.94116,1.20611,-8.94656,2.53435,MPU1
-0.2207,-0.25854,0.90747,-1.46565,1.38931,1.8626,MPU2
-0.23657,0.03125,0.99194,2.79389,0.44275,3.81679,MPU1
-0.22607,-0.25732,0.89673,1.60305,-6.39695,-0.25954,MPU2
-0.17944,0.03125,0.99146,3.09924,1.25191,0.80916,MPU1
-0.18188,-0.26147,0.94678,4.19847,1.83206,-0.01527,MPU2
-0.22534,0.02344,0.99683,3.58779,-6.12214,4.76336,MPU1
-0.20483,-0.25244,0.90747,-2.90076,3.28244,2.62595,MPU2
-0.21436,0.01953,1.0,4.65649,5.54198,-1.9542,MPU1
-0.21851,-0.26855,0.89331,2.9313,-3.49618,0.59542,MPU2
-0.26123,0.04224,0.95874,2.18321,0.61069,5.81679,MPU1
-0.20532,-0.24194,0.87549,-6.06107,3.05344,9.26718,MPU2
-0.12183,-0.01904,1.0647,10.48855,7.32824,-3.51145,MPU1
-0.37842,-0.19678,0.59521,-120.61069,36.15267,37.00763,MPU2
-0.30054,0.10376,1.03223,-7.98473,8.30534,35.17557,MPU1
-0.04199,-2.65332,-0.9397,-500.27481,-309.08398,-226.16794,MPU2
0.52051,-0.70679,2.16235,-94.13741,-8.70229,40.38168,MPU1
-0.22388,-2.22632,0.62671,-294.12213,-24.54962,-72.47328,MPU2
-0.19751,-0.2959,1.6521,101.63359,-46.53435,31.12977,MPU1
0.21265,-1.69067,0.06079,402.53436,25.80153,40.41221,MPU2
0.0354,-0.10352,1.06689,73.74046,3.96947,5.58779,MPU1
-0.1521,-0.73608,-0.65088,-125.25191,-11.40458,14.03053,MPU2
0.10669,0.10303,1.19995,46.0,4.36641,-11.48092,MPU1
0.04541,-1.14282,-0.1062,63.75573,2.06107,25.75573,MPU2
-0.23657,0.14551,0.80786,5.54198,10.53435,4.41221,MPU1
0.02686,-1.02295,-0.03296,-51.49618,14.82443,-2.67176,MPU2
-0.11133,0.08887,1.07104,-8.87023,-0.33588,-8.0916,MPU1
-0.04468,-1.08252,-0.11987,45.74046,-16.67175,-0.74809,MPU2
