acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.23804,0.05762,0.99219,3.54198,-2.1374,2.30534,MPU1
-0.25171,-0.34277,0.88281,0.99237,-3.12977,0.58015,MPU2
-0.19897,0.05908,0.95776,0.80916,-0.10687,1.84733,MPU1
-0.26758,-0.33105,0.8938,-1.64885,0.77863,0.8855,MPU2
-0.22729,0.05396,0.99097,2.9313,-4.35115,1.70992,MPU1
-0.2627,-0.33716,0.88696,-0.70229,-2.70229,0.29008,MPU2
-0.19238,0.05762,0.97803,2.80916,1.98473,0.32061,MPU1
-0.27661,-0.33423,0.86182,-0.32061,-2.59542,-0.15267,MPU2
-0.22095,0.05786,0.96362,1.77099,-2.27481,2.54962,MPU1
-0.23975,-0.3291,0.88037,-1.32824,1.43511,0.87023,MPU2
-0.21826,0.06348,0.96362,0.8855,-0.94656,0.77863,MPU1
-0.26343,-0.32788,0.88086,-3.17557,-1.84733,-0.62595,MPU2
-0.22339,0.06274,0.98511,0.56489,-0.01527,0.8855,MPU1
-0.27734,-0.34912,0.89526,-2.01527,-3.61832,-0.07634,MPU2
-0.21704,0.06274,1.00488,2.9313,-1.66412,1.63359,MPU1
-0.26318,-0.33911,0.89136,-1.17557,0.73282,1.09924,MPU2
-0.21484,0.05884,1.00464,2.8855,-2.35115,2.27481,MPU1
-0.25977,-0.33521,0.89404,1.61832,-0.35115,1.09924,MPU2
-0.21655,0.05859,0.96875,3.09924,1.12977,1.66412,MPU1
-0.26245,-0.3186,0.86206,0.42748,-1.66412,1.19084,MPU2
-0.19141,0.05762,0.97412,2.73282,2.0458,-0.54962,MPU1
-0.27271,-0.32178,0.86694,0.0916,-1.22137,0.0916,MPU2
-0.20972,0.06445,0.97681,3.12977,-0.29008,0.58015,MPU1
-0.25,-0.33203,0.88647,-0.18321,-0.18321,-0.50382,MPU2
-0.22656,0.05713,0.97412,3.26718,-2.38168,0.07634,MPU1
-0.26172,-0.31982,0.88428,-0.91603,2.76336,1.78626,MPU2
-0.21289,0.06274,0.99048,2.50382,-1.66412,1.17557,MPU1
-0.26758,-0.32788,0.8728,-0.21374,-3.46565,0.0,MPU2
-0.21851,0.07129,0.97021,2.42748,0.22901,2.53435,MPU1
-0.25,-0.32617,0.86646,-2.0916,-1.75573,-0.35115,MPU2
-0.2168,0.07446,0.97241,0.71756,-4.64122,1.25191,MPU1
-0.25122,-0.33154,0.89844,-2.33588,0.71756,0.35115,MPU2
-0.22803,0.06177,1.00757,1.87786,-3.54198,2.15267,MPU1
-0.25244,-0.33472,0.90381,0.50382,-4.33588,-0.21374,MPU2
-0.20142,0.06763,0.98975,2.03053,-0.73282,1.48092,MPU1
-0.26904,-0.323,0.88086,-0.67176,-4.27481,0.22901,MPU2
-0.20557,0.06934,0.98438,3.19084,-3.14504,1.40458,MPU1
-0.25122,-0.31689,0.87988,-0.67176,-0.68702,0.8855,MPU2
-0.20532,0.06641,0.96802,1.52672,0.42748,1.00763,MPU1
