acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.24561,0.09497,0.96973,2.0458,-0.15267,-1.05344,MPU1
-0.14551,-0.19678,0.95239,-1.32824,0.25954,-0.91603,MPU2
-0.24683,0.10303,0.97607,3.0229,0.32061,-1.26718,MPU1
-0.15112,-0.20044,0.95264,-0.07634,0.74809,-1.57252,MPU2
-0.25562,0.1062,0.98633,4.79389,1.67939,-0.47328,MPU1
-0.1499,-0.19409,0.94507,1.38931,1.05344,-0.99237,MPU2
-0.25366,0.10596,0.97632,4.29008,-0.38168,0.22901,MPU1
-0.13452,-0.19482,0.95288,1.48092,0.59542,-1.05344,MPU2
-0.26172,0.10864,0.97656,3.52672,0.45802,0.0458,MPU1
-0.14795,-0.19043,0.95581,1.32824,-0.38168,-0.18321,MPU2
-0.23926,0.10156,0.97437,5.0687,-0.76336,0.27481,MPU1
-0.1438,-0.18481,0.94141,1.63359,-0.94656,-1.37405,MPU2
-0.25977,0.1189,0.97607,4.79389,0.07634,0.42748,MPU1
-0.15088,-0.17163,0.9375,0.73282,-1.8626,-0.21374,MPU2
-0.25562,0.12231,0.9624,4.59542,-0.45802,0.53435,MPU1
-0.15112,-0.16528,0.92456,-0.50382,-1.9542,0.19847,MPU2
-0.25146,0.12378,0.96509,2.8855,-1.22137,1.03817,MPU1
-0.14014,-0.17236,0.94507,-0.10687,-0.29008,0.16794,MPU2
-0.25,0.1189,0.9624,2.94656,-0.51908,0.50382,MPU1
-0.15381,-0.17017,0.92554,-2.65649,-1.14504,0.8855,MPU2
-0.24365,0.11621,0.9856,1.48092,0.61069,0.8855,MPU1
-0.15356,-0.1814,0.93799,-1.93893,-0.64122,0.76336,MPU2
-0.24878,0.12402,0.96533,1.00763,0.0916,1.08397,MPU1
-0.14282,-0.177,0.94238,-2.77863,0.0916,0.12214,MPU2
-0.26733,0.1272,0.97729,1.19084,-1.00763,1.77099,MPU1
-0.13892,-0.18188,0.9668,-0.59542,-0.41221,0.74809,MPU2
-0.24365,0.13062,0.97168,0.80916,-0.16794,1.40458,MPU1
-0.13818,-0.17896,0.94678,-2.0,-1.92366,0.61069,MPU2
-0.23828,0.12256,0.979,2.35115,-0.79389,1.09924,MPU1
-0.1521,-0.19604,0.93872,-2.16794,-1.80153,1.49618,MPU2
-0.24146,0.1145,0.97559,1.77099,-0.30534,0.83969,MPU1
-0.1355,-0.1814,0.94238,-2.03053,-0.56489,-0.12214,MPU2
-0.25391,0.11475,0.96924,1.28244,-0.45802,0.65649,MPU1
-0.14258,-0.18506,0.94409,-1.55725,-0.61069,0.19847,MPU2
-0.24243,0.11865,0.95361,-0.16794,-1.43511,0.79389,MPU1
-0.13013,-0.18066,0.93286,-3.87786,-0.38168,-1.49618,MPU2
-0.25342,0.10156,0.98462,0.30534,1.8626,-0.51908,MPU1
-0.13525,-0.18408,0.94629,-2.38168,0.77863,-0.64122,MPU2
-0.24243,0.12109,0.98462,1.43511,0.38168,-1.37405,MPU1
-0.14111,-0.17944,0.94189,-4.18321,-0.35115,-1.60305,MPU2
-0.25708,0.12598,0.97998,0.36641,-0.29008,-0.39695,MPU1
-0.15308,-0.18726,0.97583,0.0458,0.27481,-0.0916,MPU2
-0.25732,0.12622,0.96582,2.96183,0.0916,0.47328,MPU1
-0.15039,-0.17676,0.93652,-1.17557,-0.30534,-0.27481,MPU2
-0.26343,0.12866,0.96021,1.20611,-1.45038,0.94656,MPU1
-0.14648,-0.1853,0.94897,-1.48092,-0.96183,0.44275,MPU2
-0.24268,0.11377,0.96265,1.54198,-1.74046,0.87023,MPU1
-0.13477,-0.18848,0.94873,-1.77099,-1.37405,-0.73282,MPU2
-0.25781,0.11084,0.96729,1.09924,-0.1374,0.27481,MPU1
-0.1604,-0.19849,0.95435,-0.19847,-0.62595,0.8855,MPU2
-0.25928,0.10986,0.9585,1.9084,-0.83969,2.42748,MPU1
-0.14209,-0.1792,0.93677,-1.52672,-1.08397,0.62595,MPU2
-0.24219,0.11279,0.95752,1.0229,-0.42748,0.87023,MPU1
-0.14917,-0.18994,0.94653,-1.00763,-0.22901,1.14504,MPU2
-0.25684,0.11401,0.97852,2.45802,0.10687,1.32824,MPU1
-0.15088,-0.18701,0.93872,-1.26718,-0.82443,0.79389,MPU2
-0.24707,0.11426,0.9751,1.83206,-0.15267,1.31298,MPU1
-0.13452,-0.18457,0.94702,-0.29008,-0.44275,1.35878,MPU2
-0.24658,0.11426,0.96826,2.25954,-0.50382,1.38931,MPU1
-0.13232,-0.18848,0.93384,-1.80153,-1.00763,-0.41221,MPU2
-0.24292,0.11987,0.97461,2.51908,-1.16031,0.24427,MPU1
-0.14722,-0.18213,0.94263,-1.54198,-1.38931,0.1374,MPU2
-0.2251,0.10767,0.96802,2.61069,-0.82443,-1.12977,MPU1
-0.14941,-0.18115,0.92871,-0.68702,-0.76336,-1.05344,MPU2
-0.26489,0.11597,0.97803,0.85496,-2.25954,1.25191,MPU1
-0.13208,-0.19189,0.9502,-1.29771,-0.06107,-0.51908,MPU2
-0.2688,0.11597,0.96045,1.43511,0.12214,1.08397,MPU1
-0.14795,-0.16724,0.91284,-3.8626,-2.61069,0.33588,MPU2
-0.24341,0.10571,0.98193,0.64122,-0.48855,0.87023,MPU1
-0.13916,-0.19507,0.96777,0.01527,-0.19847,0.0458,MPU2
-0.24121,0.11108,0.96729,1.75573,0.06107,0.15267,MPU1
-0.1272,-0.177,0.9314,-1.28244,1.16031,-0.48855,MPU2
-0.23291,0.12671,0.91211,-0.59542,0.47328,-0.53435,MPU1
-0.13477,-0.1709,0.90137,-3.98473,2.65649,-0.62595,MPU2
-0.26392,0.12769,0.87524,-5.16031,5.57252,0.01527,MPU1
-0.18311,-0.15649,0.81543,-14.56489,-0.70229,6.58015,MPU2
-0.25586,0.13501,0.67578,-23.1145,-5.12977,16.54962,MPU1
-0.21606,0.00195,0.2002,-52.87023,-56.44275,20.33588,MPU2
-0.08716,0.13818,-0.08545,-111.03817,-54.13741,35.05344,MPU1
0.13599,0.05786,-0.37183,-171.63359,-60.0,30.58015,MPU2
0.21313,-0.28198,-0.4939,-249.55725,-23.86259,-5.93893,MPU1
0.22656,-0.61792,-0.22583,-298.0,-85.70992,-27.26718,MPU2
-0.20679,-0.83472,0.12305,-321.22137,-42.58015,-5.57252,MPU1
0.1062,-1.2478,-0.00366,-326.25955,-90.61069,24.25954,MPU2
0.05688,-1.5376,0.63843,-318.87024,-14.15267,12.47328,MPU1
0.53931,-1.86108,0.44263,-272.51907,-80.45802,-15.19084,MPU2
-0.03247,-1.8999,0.85767,-285.87787,-52.8855,-32.35115,MPU1
0.19946,-2.27856,0.6875,-256.50381,-93.0229,-29.92366,MPU2
-0.26123,-1.83911,1.87354,-179.96947,-3.14504,-42.73283,MPU1
0.22119,-1.97803,1.69653,-38.82443,61.14504,-5.03817,MPU2
-0.40796,-1.11475,1.23413,28.77863,88.91603,16.35114,MPU1
0.20361,-1.1123,0.13599,7.29771,45.66412,31.05343,MPU2
0.14429,-0.96143,0.2644,-19.84733,5.72519,-2.9771,MPU1
0.15747,-0.97437,0.04272,-27.92366,-9.09924,-8.73282,MPU2
-0.1394,-0.8855,0.48071,-1.52672,7.64885,-3.43511,MPU1
0.05029,-1.04907,0.21338,5.08397,10.33588,2.0458,MPU2
-0.16357,-0.91333,0.37329,19.14504,13.81679,5.9542,MPU1
0.10376,-1.03833,0.03442,8.42748,19.69466,10.73282,MPU2
