acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.25293,0.02246,0.98047,9.32824,2.06107,-1.38931,MPU1
-0.14722,-0.19263,0.8833,3.20611,0.71756,-3.60305,MPU2
-0.23779,0.02686,0.94116,5.69466,-0.87023,-5.32824,MPU1
-0.1499,-0.18774,0.90454,0.83969,-0.30534,-6.58015,MPU2
-0.25562,0.03857,0.95435,6.15267,3.43511,-6.79389,MPU1
-0.20117,-0.18042,0.8999,-2.58015,2.74809,-6.22901,MPU2
-0.30127,0.03345,0.9917,3.96947,1.80153,-4.25954,MPU1
-0.19604,-0.20044,0.95386,2.0,3.26718,-3.75573,MPU2
-0.28101,0.04736,0.94946,3.26718,0.56489,-4.99237,MPU1
-0.19263,-0.18848,0.93506,-1.80153,1.08397,-5.67939,MPU2
-0.29761,0.04712,1.01074,5.80153,-0.10687,-3.9542,MPU1
-0.1897,-0.17627,0.94531,1.09924,-0.58015,-5.03817,MPU2
-0.28467,0.052,0.97949,3.93893,0.61069,-4.99237,MPU1
-0.2251,-0.18286,0.95288,-0.21374,-0.29008,-3.81679,MPU2
-0.31152,0.04663,0.9895,4.82443,-2.9313,-1.63359,MPU1
-0.20337,-0.18628,0.93726,0.68702,-3.0229,-3.20611,MPU2
-0.29468,0.0459,0.96533,3.37405,-1.57252,-0.85496,MPU1
-0.19458,-0.17871,0.91504,0.24427,-2.53435,-1.9542,MPU2
-0.29199,0.052,0.95264,2.9313,-3.00763,-0.33588,MPU1
-0.19336,-0.17578,0.90186,-1.61832,-3.0687,-1.61832,MPU2
-0.27319,0.05078,0.9314,0.47328,-1.87786,-1.08397,MPU1
-0.19385,-0.19214,0.92944,-0.74809,-0.30534,-1.52672,MPU2
-0.27466,0.04834,0.93872,-0.12214,-0.54962,-1.84733,MPU1
-0.20264,-0.20264,0.94849,-3.57252,-1.29771,-1.48092,MPU2
-0.28369,0.03003,0.99829,3.19084,1.29771,-0.16794,MPU1
-0.17456,-0.18066,0.90967,-3.69466,0.67176,-1.48092,MPU2
-0.2417,0.03906,0.96582,-0.82443,0.21374,-3.54198,MPU1
-0.18018,-0.19043,0.92114,-4.50382,-1.60305,-4.01527,MPU2
-0.27319,0.03076,0.98584,-0.10687,-0.07634,-3.40458,MPU1
-0.17993,-0.19653,0.96094,-3.29771,-0.9313,-3.32824,MPU2
-0.2605,0.02368,0.99487,1.81679,-1.29771,-3.38931,MPU1
-0.15405,-0.19775,0.94897,-1.72519,-1.64885,-6.16794,MPU2
-0.26489,0.02466,0.99341,1.69466,-2.32061,-5.45038,MPU1
-0.16357,-0.20898,0.96558,0.27481,-2.36641,-6.54962,MPU2
-0.25,0.0249,0.97852,4.36641,-2.50382,-6.68702,MPU1
-0.15991,-0.19995,0.92847,0.91603,-1.29771,-8.70229,MPU2
-0.27051,0.03394,0.95972,2.07634,-2.30534,-7.69466,MPU1
-0.1582,-0.19824,0.91895,-2.61069,-1.40458,-9.12977,MPU2
-0.26709,0.03857,0.93799,0.44275,-2.85496,-7.67939,MPU1
-0.17505,-0.20166,0.92334,-3.93893,-1.37405,-7.93893,MPU2
-0.28784,0.04224,0.9707,-0.99237,-1.63359,-6.33588,MPU1
-0.17212,-0.19775,0.9458,-2.70229,-0.90076,-6.16794,MPU2
-0.26709,0.03882,0.96631,-0.39695,-0.61069,-5.43511,MPU1
-0.1814,-0.20337,0.94849,-2.47328,-0.8855,-5.0229,MPU2
-0.26929,0.02734,0.98877,1.32824,-1.48092,-3.70992,MPU1
-0.17163,-0.21094,0.94165,-3.19084,-0.35115,-3.60305,MPU2
-0.25806,0.02393,0.98022,1.93893,-0.76336,-2.9313,MPU1
-0.15186,-0.21118,0.93188,-1.16031,-1.37405,-4.03053,MPU2
-0.23657,0.01294,0.96777,1.81679,-1.00763,-4.74809,MPU1
