acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.17969,0.24072,0.96753,1.54198,-0.48855,2.12214,MPU1
-0.23096,-0.23975,0.93652,-0.68702,0.64122,3.17557,MPU2
-0.18481,0.24658,0.97437,4.22901,-1.98473,3.84733,MPU1
-0.21265,-0.22217,0.89478,-3.66412,-6.48855,1.51145,MPU2
-0.17578,0.24341,0.97778,0.80916,-0.07634,2.9771,MPU1
-0.22021,-0.24878,0.93994,-0.76336,1.16031,3.70992,MPU2
-0.19141,0.24658,0.97192,2.9771,-3.67939,5.64885,MPU1
-0.21289,-0.22803,0.90015,-0.39695,-9.08397,2.91603,MPU2
-0.17822,0.24463,0.94849,-0.07634,-2.94656,5.93893,MPU1
-0.1936,-0.2124,0.91284,-4.0916,-4.29008,3.41985,MPU2
-0.15503,0.24268,0.97461,-1.23664,-3.69466,4.35115,MPU1
-0.18311,-0.22485,0.94116,-1.72519,-4.45802,2.22901,MPU2
-0.1377,0.2478,0.95752,1.28244,-0.12214,2.19847,MPU1
-0.17969,-0.22388,0.92065,-3.16031,-2.03053,1.29771,MPU2
-0.14062,0.24951,0.98999,1.92366,0.06107,1.55725,MPU1
-0.18774,-0.21411,0.92456,-0.30534,-2.21374,0.0916,MPU2
-0.15308,0.23926,0.95508,1.09924,-3.38931,1.00763,MPU1
-0.19995,-0.21973,0.927,-3.00763,-1.40458,0.70229,MPU2
-0.15869,0.2439,0.97021,2.47328,1.45038,1.41985,MPU1
-0.19556,-0.21729,0.91602,-1.51145,-2.68702,0.61069,MPU2
-0.14575,0.25269,0.95532,0.65649,-3.98473,1.16031,MPU1
-0.18042,-0.2207,0.94824,-1.98473,-1.09924,0.24427,MPU2
-0.15698,0.25073,0.9707,2.47328,1.57252,1.46565,MPU1
-0.19092,-0.21948,0.92212,-0.30534,-4.21374,0.06107,MPU2
-0.15381,0.24487,0.97217,2.33588,-4.27481,1.77099,MPU1
-0.18726,-0.21997,0.93652,-1.52672,-0.21374,2.0458,MPU2
-0.14233,0.24585,0.97412,1.9084,-3.54198,1.89313,MPU1
-0.18555,-0.21826,0.92456,-2.03053,-4.67176,0.27481,MPU2
-0.15356,0.24756,0.95728,0.56489,0.70229,2.12214,MPU1
-0.17847,-0.22583,0.95117,0.15267,-1.37405,-0.27481,MPU2
-0.16553,0.26147,0.96338,2.39695,-3.46565,2.29008,MPU1
-0.18774,-0.21387,0.9082,-2.99237,-0.94656,1.23664,MPU2
-0.15747,0.2561,0.97266,0.71756,-0.25954,2.22901,MPU1
-0.19385,-0.22217,0.95093,0.32061,-5.16031,0.42748,MPU2
-0.15259,0.24829,0.97119,2.39695,-1.05344,2.99237,MPU1
-0.16406,-0.20361,0.93799,-1.46565,1.52672,1.51145,MPU2
-0.15063,0.25488,0.96143,1.08397,-2.64122,1.70992,MPU1
-0.17871,-0.22339,0.93018,-1.58779,-3.28244,0.22901,MPU2
-0.14722,0.25024,0.96191,1.60305,0.42748,1.54198,MPU1
-0.18896,-0.20532,0.91113,-4.07634,-4.0,0.54962,MPU2
-0.13354,0.24805,0.9939,2.79389,-2.0458,1.32824,MPU1
