acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.12329,0.1311,1.00708,1.23664,0.44275,0.80916,MPU1
-0.03174,-0.30249,0.9436,-4.41221,-4.56489,3.1145,MPU2
-0.18457,-0.25854,0.93604,-0.0229,-2.03817,-0.81679,MPU2
-0.21191,0.13379,0.9541,1.54198,-2.15267,-0.35115,MPU1
-0.16919,-0.24854,0.91797,-0.71756,-2.10687,-2.96183,MPU2
-0.23682,0.13062,0.96899,1.77099,0.35115,-1.41985,MPU1
-0.20361,-0.24927,0.91528,-2.62595,-1.67176,-0.59542,MPU2
-0.21777,0.12207,0.99585,2.25954,-1.17557,-1.19084,MPU1
-0.21411,-0.26465,0.93506,-1.22137,-4.25191,1.05344,MPU2
-0.24048,0.13281,0.98535,3.43511,-1.8626,3.46565,MPU1
-0.17041,-0.24561,0.91992,-2.10687,-3.53435,0.70992,MPU2
-0.20703,0.13599,0.99048,2.71756,-2.80916,0.90076,MPU1
-0.16455,-0.26147,0.93799,2.66412,-3.17557,-0.58015,MPU2
-0.21167,0.13892,0.94971,2.32061,-0.1374,1.96947,MPU1
-0.15967,-0.26025,0.93823,0.58779,-0.12214,-0.29008,MPU2
-0.21094,0.13306,0.96704,2.33588,-2.8855,0.16794,MPU1
-0.16382,-0.25244,0.92065,-0.15267,-0.19847,-0.84733,MPU2
-0.2168,0.14185,0.96899,1.22137,-0.19847,0.51908,MPU1
-0.17261,-0.25195,0.92407,-1.1374,-0.46565,0.1145,MPU2
-0.20996,0.12988,0.97485,2.22901,-2.68702,-0.24427,MPU1
-0.16504,-0.25562,0.92896,0.03817,-1.09924,-1.81679,MPU2
-0.21826,0.13354,0.97119,1.67939,0.36641,-0.27481,MPU1
-0.1897,-0.24756,0.93091,-0.98473,0.1374,0.83206,MPU2
-0.21509,0.14258,0.9939,2.50382,-2,1.05344,MPU1
-0.16577,-0.24365,0.91748,-1.38931,-0.61832,-0.20611,MPU2
-0.19995,0.13843,0.96729,2.12214,1.0229,0.36641,MPU1
-0.18457,-0.25488,0.92407,-0.35878,-1.81679,-0.67176,MPU2
-0.23584,0.13818,0.97461,1.46565,-2.36641,1.8626,MPU1
-0.17456,-0.24243,0.93457,-1.83206,1.0916,0.96183,MPU2
-0.21216,0.14307,0.97095,1.1145,-1.46565,1.9542,MPU1
-0.17358,-0.25415,0.95215,0.9542,-1.0916,0.70992,MPU2
-0.21582,0.13965,0.96143,2.61069,-1.8626,2.25954,MPU1
-0.16284,-0.24243,0.93384,0.64885,-0.09924,0.52672,MPU2
