sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-43.77099,46.36641,77.83206,0.36670,-0.03687,0.68677
MPU2,-68.88550,91.12977,61.84733,0.28271,0.25659,0.88940
MPU1,0.10687,110.65649,105.16031,0.20825,-0.18799,0.91895
MPU2,-82.85497,-0.09160,47.78626,0.00269,0.32056,1.43530
MPU1,-53.38931,70.00000,74.58015,0.65454,-0.47388,1.14502
MPU2,-57.09924,170.67175,63.66412,0.44653,-0.08594,0.91797
MPU1,-78.42748,11.51145,48.85496,0.02368,-0.28467,1.07056
MPU2,-84.54962,-6.16794,-0.53435,0.03027,0.03955,1.46069
MPU1,-37.35878,89.63359,50.71756,0.25269,-0.80835,1.45825
MPU2,-49.90840,60.68702,30.36641,0.24097,-0.29834,1.51709
MPU1,-50.06107,0.03053,12.24428,0.35693,-0.85181,1.46851
MPU2,-12.06107,-33.17557,-12.24428,0.23511,-0.38550,1.56616
MPU1,31.54198,-32.21374,-39.40458,0.50073,-1.12622,1.79565
MPU2,42.06107,-63.08397,-44.88550,0.24146,-0.36499,1.54077
MPU1,56.45802,-56.29008,-79.48092,0.35815,-0.81567,1.36401
MPU2,52.91603,-84.93130,-73.64886,0.27026,-0.25024,1.34131
MPU1,62.19847,-46.76336,-100.74809,0.41235,-0.67383,1.16357
MPU2,56.36641,-68.22900,-99.92367,0.33887,-0.13403,1.16064
MPU1,58.24427,-39.14504,-112.77863,0.36401,-0.45581,0.95801
MPU2,43.17557,-81.43511,-120.09161,0.30566,-0.06787,1.11646
MPU1,37.70992,-74.48855,-118.54962,0.19360,-0.37939,1.06177
MPU2,35.74046,-54.67176,-117.52672,0.35986,0.00049,1.07715
MPU1,34.70229,0.64122,-95.19084,0.32422,-0.29663,0.91772
MPU2,26.94657,-71.00764,-127.60305,0.04932,0.15137,0.95605
MPU1,19.37405,-59.90840,-112.70229,0.05566,-0.21240,0.93506
MPU2,15.26718,-15.80153,-116.16794,0.13013,0.10547,0.94238
MPU1,21.11450,59.98473,-74.64122,0.26636,-0.13403,0.69189
MPU2,8.04580,-45.54198,-116.36641,-0.15991,0.11646,0.75439
MPU1,-9.89313,-50.06107,-129.93893,0.03931,-0.10962,0.75586
MPU2,-6.90076,-45.46565,-116.10687,0.13281,0.10645,0.79932
MPU1,-22.04580,21.28244,-85.93893,0.05713,-0.12378,0.61304
MPU2,-16.36641,-8.80916,-92.99236,-0.01050,0.08228,0.65894
MPU1,-38.64122,-3.03817,-97.23664,-0.02271,-0.05933,0.60815
MPU2,-25.72519,-9.08397,-72.65649,0.04126,0.03149,0.68066
MPU1,-15.60305,45.25191,-43.98473,-0.07275,-0.16016,0.71509
MPU2,-10.88550,17.11450,-31.08397,-0.01953,-0.02441,0.61523
MPU1,-28.79389,-16.77863,-17.61832,-0.25757,0.01904,0.67725
MPU2,-7.58779,-6.94656,15.64886,0.00928,-0.02808,0.66846
