sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-41.78626,26.64122,-2.48855,0.56079,-0.42627,0.63867
MPU2,-35.34351,35.86259,-15.38931,0.55762,0.03149,0.70532
MPU1,11.67939,81.08397,28.79389,0.49390,-0.35547,0.63379
MPU2,-45.16031,84.80916,-4.19847,0.45679,0.06860,0.83057
MPU1,-52.70229,61.35878,16.61069,0.42920,-0.30298,0.59619
MPU2,-39.52672,17.34351,-23.09924,0.27417,0.01611,0.76221
MPU1,-5.37405,55.89313,0.74809,0.42529,-0.49927,0.88599
MPU2,-40.61069,83.96947,-15.31298,0.38086,0.07886,0.95215
MPU1,-31.00763,74.68702,18.58015,0.21240,-0.27881,0.73975
MPU2,-44.50382,22.90076,-20.91603,0.04126,0.01343,0.96021
MPU1,-25.77099,39.29771,-8.32061,0.18384,-0.54810,1.02051
MPU2,-43.49618,53.25191,-17.17557,0.20581,-0.03638,1.09985
MPU1,-25.22137,75.40458,25.16031,0.15820,-0.45117,0.87622
MPU2,-48.22901,23.31298,-14.93130,0.04004,-0.04028,1.06323
MPU1,-38.42748,33.66412,-8.06107,0.11987,-0.59058,1.02197
MPU2,-47.28244,20.96183,-15.72519,0.09692,-0.14526,1.21460
MPU1,-32.87023,36.30534,7.25191,0.04834,-0.65674,1.08350
MPU2,-36.71756,6.82443,-13.92366,-0.02637,-0.17139,1.17383
MPU1,-23.41985,18.65649,-5.52672,0.03442,-0.66333,1.09302
MPU2,-20.99237,27.14504,-5.72519,0.04590,-0.20972,1.25342
MPU1,-1.32824,30.45802,9.06870,-0.00806,-0.73755,1.16284
MPU2,1.72519,15.87786,-7.31298,-0.04321,-0.21582,1.19800
MPU1,17.22137,15.64886,-3.22137,0.04883,-0.69238,1.10718
MPU2,14.94656,22.56489,-5.67939,0.01025,-0.16455,1.17041
MPU1,20.96183,14.54962,0.67176,-0.01245,-0.57642,1.00171
MPU2,19.23664,3.74046,-2.68702,-0.06494,-0.12964,1.15479
MPU1,22.01527,-2.83969,-2.87023,-0.03296,-0.53052,1.03296
MPU2,16.32061,-10.10687,4.70229,-0.04175,-0.07300,1.18018
MPU1,10.68702,-19.40458,-2.39695,0.01245,-0.46777,1.03882
MPU2,11.32824,-17.83206,10.09160,0.02539,-0.01660,1.14087
MPU1,7.60305,-26.30534,-3.31298,0.10840,-0.51978,1.05420
MPU2,12.30534,-21.37405,11.06870,0.05469,-0.02124,1.14575
MPU1,2.03053,-30.15267,0.47328,0.08105,-0.47144,0.99194
MPU2,11.03817,-33.25191,13.54198,0.03809,-0.03442,1.10498
MPU1,1.20611,-42.27481,-2.30534,0.08447,-0.50830,1.01709
MPU2,21.20611,-47.03817,7.48092,0.04175,-0.06714,1.13843
MPU1,19.11450,-53.40458,-24.91603,0.20142,-0.66138,1.08936
MPU2,32.29008,-36.48855,6.01527,0.13672,-0.08838,1.07324
MPU1,23.90840,-43.69466,-11.89313,0.11816,-0.49170,0.87817
MPU2,35.98473,-48.88550,3.46565,0.09375,-0.07104,1.00488
MPU1,22.39695,-59.49618,-33.57252,0.25269,-0.57983,0.91309
MPU2,44.45802,-42.42748,-0.04580,0.26953,-0.05981,0.98975
MPU1,39.66412,-35.12977,-11.84733,0.24268,-0.46069,0.79541
MPU2,37.75573,-24.48855,11.86260,0.25391,-0.01978,0.97949
MPU1,21.22137,-51.40458,-14.64122,0.30078,-0.46118,0.81299
MPU2,39.19084,-59.35878,5.41985,0.27490,0.00195,0.93506
MPU1,26.50382,-48.32061,-15.41985,0.39648,-0.44800,0.78760
MPU2,34.25954,-25.64886,17.67939,0.42944,0.05835,0.87109
MPU1,15.40458,-43.86259,-0.18321,0.37231,-0.31201,0.64185
MPU2,23.61832,-61.03817,16.42748,0.34058,0.06519,0.78711
MPU1,1.02290,-77.02290,-23.31298,0.48853,-0.43555,0.70972
MPU2,24.93130,-57.98473,15.22137,0.54321,0.05127,0.70532
MPU1,17.12977,-48.30534,-4.79389,0.54004,-0.30005,0.47314
MPU2,15.90840,-80.25954,14.70229,0.45361,0.04565,0.67285
MPU1,-18.53435,-78.65649,-35.06870,0.67163,-0.40479,0.48389
MPU2,17.12977,-51.41985,10.56489,0.68213,0.01562,0.64502
MPU1,20.58015,-39.06870,-4.29008,0.57715,-0.36597,0.47144
MPU2,9.00763,-50.47328,16.06107,0.53979,0.02466,0.52148
MPU1,-25.37405,-65.25191,-14.07634,0.57495,-0.22217,0.24194
MPU2,-1.19084,-44.19847,12.99237,0.71021,0.00903,0.50610
MPU1,6.87023,-22.76336,9.63359,0.72339,-0.39917,0.39990
MPU2,-0.54962,-10.25954,21.00763,0.77319,0.02808,0.46729
MPU1,-15.60305,-22.36641,15.83206,0.79541,-0.29297,0.23291
MPU2,-6.07634,-13.84733,11.75572,0.79907,0.05688,0.45801
MPU1,16.77863,-4.79389,1.00763,0.93408,-0.43335,0.38428
MPU2,-2.38168,5.93893,9.84733,0.88281,0.02271,0.45776
MPU1,2.99237,3.09924,9.00763,0.83521,-0.29224,0.21533
MPU2,-9.74046,15.81679,3.23664,0.84277,0.02612,0.53003
MPU1,-4.12214,13.28244,11.61832,0.80469,-0.41504,0.35229
MPU2,-8.93130,19.22137,0.85496,0.81470,-0.04419,0.55713
MPU1,2.07634,25.58779,12.16794,0.82739,-0.46997,0.34839
MPU2,-8.73282,25.32825,-6.39695,0.81641,-0.05420,0.61768
MPU1,1.67939,35.32824,9.12977,0.84082,-0.49487,0.38770
MPU2,-9.02290,38.90076,-11.64886,0.75708,-0.02686,0.55054
MPU1,1.98473,32.79389,2.96183,0.66553,-0.38477,0.36182
MPU2,-11.83206,25.34351,-17.09924,0.64404,-0.00464,0.59033
MPU1,-0.32061,35.09924,-4.24427,0.70190,-0.41382,0.43359
MPU2,-13.14504,40.76336,-17.81679,0.65967,-0.01562,0.61938
MPU1,12.16794,55.29771,8.18321,0.59546,-0.40698,0.43188
