acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.31885,0.07788,0.96875,3.46565,2.94656,-0.9771,MPU1
-0.24243,-0.31372,0.96582,17.9542,-12.64122,2.42748,MPU2
-0.31543,0.08911,0.95801,7.23664,-3.9542,3.19084,MPU1
-0.15747,-0.24951,0.82764,2.58015,-1.00763,-2.83969,MPU2
-0.32642,0.09424,0.92358,-0.27481,-5.58779,-0.24427,MPU1
-0.21533,-0.27319,0.90454,-5.1145,-3.67939,-4.85496,MPU2
-0.30225,0.07178,0.97266,2.01527,-1.60305,-0.47328,MPU1
-0.23291,-0.29028,0.92261,-1.63359,0.30534,-1.70992,MPU2
-0.31885,0.07837,0.94312,2.94656,-0.64122,-0.07634,MPU1
-0.23755,-0.27832,0.8855,-3.0687,-0.59542,-0.01527,MPU2
-0.31445,0.08643,0.95923,2.39695,2.41221,1.38931,MPU1
-0.24536,-0.28101,0.89551,-1.58779,1.14504,0.83969,MPU2
-0.31396,0.08423,0.96436,2.59542,1.00763,1.16031,MPU1
-0.23633,-0.27466,0.90552,-0.59542,0.48855,0.03053,MPU2
-0.30029,0.08398,0.95093,2.68702,-0.54962,-0.0458,MPU1
-0.2373,-0.27979,0.90479,0.24427,0.62595,-0.73282,MPU2
-0.31079,0.0835,0.95605,2.71756,1.03817,-0.62595,MPU1
-0.25049,-0.27344,0.88379,-3.05344,-0.94656,-0.80916,MPU2
-0.31616,0.07373,0.96411,2.58015,0.62595,0.44275,MPU1
-0.26147,-0.27783,0.89844,-2.0916,0.24427,0.83969,MPU2
-0.31299,0.07446,0.95752,2.16794,3.51145,1.16031,MPU1
-0.2439,-0.28857,0.92505,1.0687,2.90076,0.50382,MPU2
-0.32178,0.08691,0.95605,4.90076,1.67939,1.14504,MPU1
-0.25488,-0.26782,0.85962,-2.65649,-0.32061,0.24427,MPU2
-0.28125,0.07324,0.95947,1.89313,4.32061,-1.63359,MPU1
-0.25854,-0.27905,0.89868,0.0,3.74046,-1.0229,MPU2
-0.3335,0.08008,0.93457,2.15267,0.19847,-0.45802,MPU1
-0.24976,-0.28198,0.90137,-0.76336,0.73282,-1.92366,MPU2
-0.34619,0.1001,0.93311,1.12977,-0.12214,0.15267,MPU1
-0.27197,-0.27026,0.88818,-3.00763,0.38168,0.74809,MPU2
-0.33057,0.08057,0.95288,0.39695,3.31298,1.26718,MPU1
-0.22949,-0.28564,0.9082,-0.94656,1.45038,-0.62595,MPU2
-0.30591,0.07007,0.97705,5.32824,-0.79389,-1.0687,MPU1
-0.22974,-0.27466,0.88135,0.21374,2.71756,-2.87023,MPU2
-0.31738,0.08081,0.92725,1.57252,4.58015,-3.57252,MPU1
-0.26904,-0.28979,0.89844,-0.56489,0.77863,-3.51145,MPU2
-0.36353,0.07935,0.94434,4.30534,2.73282,-2.25954,MPU1
-0.42334,-0.32544,0.81177,1.72519,-7.25191,-2.80916,MPU2
-0.9209,0.05371,0.77051,-4.96183,-25.75573,21.16031,MPU1
-1.32593,-0.55615,0.51562,-3.45038,-61.41985,40.80916,MPU2
-2.28809,-0.04395,0.14893,-78.03053,-39.57252,177.16031,MPU1
-1.89478,-1.00781,0.23022,-92.25954,-113.92367,281.0687,MPU2
-1.55029,-0.70142,0.62598,-136.19847,-19.32825,389.54199,MPU1
-0.22412,-1.44702,0.78467,-95.14503,-129.70993,395.54199,MPU2
0.12598,-1.07788,1.14209,-109.16031,-2.21374,410.36642,MPU1
1.12646,-1.11475,0.88354,-72.13741,-89.23664,311.74045,MPU2
1.0686,-0.91479,1.45996,-24.56489,42.0916,232.36641,MPU1
1.06055,-0.47632,0.80615,-34.50382,-13.52672,174.19847,MPU2
0.77441,-0.44409,1.05835,-34.45802,47.09924,101.25191,MPU1
0.65747,-0.43872,1.09375,-12.16794,-14.47328,36.76336,MPU2
-0.03442,-0.03955,1.11133,-12.21374,31.64886,20.50382,MPU1
-0.15356,-0.3689,1.01416,-14.8855,21.0229,24.39695,MPU2
-0.30273,0.02612,1.06592,-22.10687,0.61069,9.51145,MPU1
-0.06274,-0.33838,1.03369,-17.09924,-4.83969,0.42748,MPU2
-0.24585,-0.02197,1.02612,0.76336,-8.47328,-3.63359,MPU1
-0.19507,-0.35352,0.90601,-9.03817,0.0916,-4.59542,MPU2
-0.36328,0.03589,0.93457,-4.29008,6.90076,-1.57252,MPU1
-0.28662,-0.35498,0.85571,-9.69466,-4.16794,1.32824,MPU2
-0.3457,0.02173,0.98218,2.06107,0.16794,3.05344,MPU1
-0.24023,-0.34204,0.85254,-2.19847,1.58779,2.85496,MPU2
-0.34033,-0.01147,0.89624,-4.74809,0.91603,1.09924,MPU1
-0.18628,-0.34058,0.91357,-4.0,1.20611,-3.00763,MPU2
-0.36011,-0.00171,0.91138,-1.37405,5.80153,-3.57252,MPU1
-0.22827,-0.3645,0.88037,-8.38168,-1.77099,-4.77863,MPU2
-0.42749,-0.00122,1.03223,0.61069,-14.67176,0.64122,MPU1
-0.21387,-0.37866,0.88818,-1.69466,-4.91603,-0.82443,MPU2
-0.32861,0.00293,0.96216,0.51908,-6.58015,-1.75573,MPU1
-0.22119,-0.34741,0.87915,-2.18321,-2.74809,-1.26718,MPU2
-0.32617,-0.00977,0.92163,2.1374,3.26718,-1.14504,MPU1
-0.21631,-0.35205,0.8916,-1.74046,1.9542,-1.52672,MPU2
-0.35522,0.00781,0.93335,2.07634,3.16031,-0.65649,MPU1
-0.2168,-0.36523,0.88452,-2.61069,-1.87786,-2.83969,MPU2
-0.3584,-0.00781,0.96069,4.15267,-2.90076,-1.52672,MPU1
-0.26147,-0.33643,0.87231,-0.54962,-1.98473,-0.44275,MPU2
