acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.29077,0.03418,0.97729,2.94656,-1.55725,0.70229,MPU1
-0.19312,-0.34644,0.89014,-1.0229,1.35878,1.23664,MPU2
-0.28003,0.02661,0.95654,0.99237,-0.39695,0.96183,MPU1
-0.18555,-0.35425,0.89014,-0.83969,-1.03817,0.39695,MPU2
-0.27075,0.03345,0.96484,3.98473,0.38168,0.54962,MPU1
-0.19214,-0.34961,0.86304,-3.09924,0.10687,1.16031,MPU2
-0.28027,0.03735,0.97192,1.63359,0.41221,0.76336,MPU1
-0.19141,-0.34668,0.87891,-1.77099,-2.99237,0.24427,MPU2
-0.27393,0.03125,0.96899,1.48092,1.96947,0.18321,MPU1
-0.19971,-0.34937,0.88867,-1.9084,0.85496,0.85496,MPU2
-0.28296,0.03979,0.94971,0.96183,-1.69466,1.23664,MPU1
-0.18848,-0.35742,0.89868,-2.53435,0.21374,0.44275,MPU2
-0.29224,0.03101,0.96289,1.09924,1.0229,1.80153,MPU1
-0.18677,-0.34888,0.89331,-3.12977,-1.64885,0.51908,MPU2
-0.27271,0.02661,0.99731,1.93893,0.22901,0.33588,MPU1
-0.18726,-0.36133,0.90381,-1.55725,0.12214,0.85496,MPU2
-0.28833,0.03271,0.97705,2.18321,0.03053,1.87786,MPU1
-0.17773,-0.35815,0.90381,-1.26718,-0.35115,-0.19847,MPU2
-0.28296,0.02808,0.97949,2.44275,-1.46565,-0.50382,MPU1
-0.20605,-0.36011,0.90796,-1.05344,-0.32061,1.34351,MPU2
-0.28271,0.02051,0.97144,2.67176,0.19847,1.60305,MPU1
-0.18677,-0.35913,0.86694,-1.34351,-1.84733,0.47328,MPU2
-0.25684,0.01416,0.96802,2.76336,0.21374,-0.33588,MPU1
-0.17578,-0.34277,0.87793,-1.83206,0.0458,-0.0916,MPU2
-0.26172,0.02759,0.94897,0.48855,0.0916,-1.00763,MPU1
-0.15356,-0.36841,0.91235,-1.9084,3.34351,-2.61069,MPU2
-0.27539,0.0144,0.98413,4.83969,2.8855,-3.0687,MPU1
-0.17847,-0.34131,0.86377,-0.8855,2.33588,-3.38931,MPU2
-0.28247,0.02856,0.93115,1.38931,3.84733,-4.0,MPU1
-0.23022,-0.34546,0.87256,-3.87786,2.32061,-2.51908,MPU2
-0.32007,0.04224,0.96631,3.00763,6.82443,-2.18321,MPU1
-0.31812,-0.35425,0.84375,-5.48092,5.48092,8.96183,MPU2
-0.36157,0.04614,0.96069,-1.14504,3.23664,7.43511,MPU1
-0.3064,-0.36279,0.86401,-4.94656,-7.96947,9.77099,MPU2
-0.49512,0.03271,0.9707,-0.38168,0.22901,20.03053,MPU1
-0.60376,-0.4585,0.85986,-0.21374,-15.61832,38.90076,MPU2
-0.88867,0.01147,0.75928,-6.15267,-2.30534,59.83206,MPU1
-1.2146,-0.53711,0.47705,-22.19847,-49.23664,104.42748,MPU2
-1.57471,-0.00415,0.59351,-68.19847,-19.54198,187.95419,MPU1
-1.10083,-0.8418,0.67358,-38.12214,-123.74046,194.56488,MPU2
-1.14355,-0.45605,0.73901,-72.90076,-53.77099,253.45038,MPU1
-0.60474,-1.08423,0.57764,-61.32824,-122.21374,274.33588,MPU2
-0.58179,-0.77734,1.12207,-70.12214,-14.83969,315.63358,MPU1
0.08789,-1.17163,0.77979,-33.75573,-94.03053,312.91602,MPU2
0.07251,-0.86841,0.91431,-81.35878,-4.64122,325.98474,MPU1
0.78857,-0.96704,0.80835,-34.15267,-103.31298,283.26718,MPU2
0.85352,-0.77368,1.21313,-23.70992,-29.0229,237.16031,MPU1
1.25781,-0.65869,0.8396,-2.0,-88.27481,165.03816,MPU2
1.51245,-0.46729,0.87573,-12.0,-60.80916,42.51908,MPU1
1.00195,-0.24414,0.97095,-2.62595,67.00764,-22.53435,MPU2
-0.26074,-0.02393,1.06567,-3.98473,49.34351,-23.08397,MPU1
-0.47949,-0.40796,0.97217,-6.29008,-3.0229,15.46565,MPU2
-0.38794,0.09912,0.99536,-0.8855,15.09924,25.09924,MPU1
0.00537,-0.31226,0.95972,-6.41221,-4.8855,16.21374,MPU2
-0.04321,-0.00854,1.02295,2.48855,14.01527,5.55725,MPU1
0.12329,-0.32837,0.95068,-5.57252,22.71756,-6.44275,MPU2
-0.15112,-0.00098,1.01831,-0.99237,4.36641,-17.31298,MPU1
-0.15063,-0.36255,0.93945,0.0,6.62595,-9.93893,MPU2
-0.27393,0.02515,0.95117,1.0687,1.80153,-6.0458,MPU1
-0.12451,-0.32788,0.90552,-3.98473,7.19084,-2.54962,MPU2
-0.25098,0.02075,0.96094,-0.21374,3.66412,-1.67939,MPU1
-0.08008,-0.33472,0.93774,-4.22901,7.35878,-1.14504,MPU2
-0.23853,0.03223,0.9646,-1.25191,6.74809,-1.45038,MPU1
