acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.24072,0.30981,0.93359,5.63359,0.10687,0.90076,MPU1
-0.05542,-0.04565,0.94482,-0.25954,0.77863,-1.78626,MPU2
-0.23755,0.31421,0.89795,3.29771,2.62595,-3.40458,MPU1
-0.10254,-0.03198,0.94312,-1.48092,-2.82443,-3.45038,MPU2
-0.27563,0.32373,0.90112,-1.28244,-1.49618,-2.03053,MPU1
-0.10522,-0.04663,0.97998,-3.63359,0.99237,-1.9084,MPU2
-0.29248,0.32764,0.96021,2.90076,-2.85496,-0.25954,MPU1
-0.10327,-0.04395,0.97314,0.07634,-1.51145,-1.40458,MPU2
-0.27368,0.323,0.93628,3.61832,2.58015,-0.58015,MPU1
-0.08374,-0.04614,0.98438,2.25954,1.96947,-1.28244,MPU2
-0.26807,0.32666,0.90796,3.75573,-4.32061,-0.48855,MPU1
-0.09521,-0.02783,0.93604,-3.29771,-0.58015,-2.21374,MPU2
-0.26929,0.32739,0.91211,1.00763,-2.96183,-1.23664,MPU1
-0.10303,-0.05444,0.96411,-0.41221,-4.45802,-1.1145,MPU2
-0.27637,0.32031,0.91895,2.51908,-0.87023,0.03053,MPU1
-0.0957,-0.04932,0.97974,-0.30534,-0.19847,-0.85496,MPU2
-0.28174,0.32397,0.91675,3.48092,-2.44275,0.82443,MPU1
-0.08594,-0.04443,0.96484,-0.68702,-0.29008,-0.44275,MPU2
-0.27612,0.32568,0.91211,2.73282,-3.09924,1.08397,MPU1
-0.09888,-0.04077,0.948,-0.85496,-0.82443,-0.0458,MPU2
-0.26855,0.32642,0.88062,-0.68702,0.0916,0.65649,MPU1
-0.08911,-0.04834,0.98071,-1.22137,-0.80916,0.45802,MPU2
-0.25977,0.33325,0.9231,1.58779,-1.48092,1.12977,MPU1
-0.0835,-0.03003,0.95654,-2.59542,-0.85496,-0.25954,MPU2
-0.27661,0.32642,0.9187,0.62595,-0.65649,0.53435,MPU1
-0.08179,-0.0415,0.98975,-0.79389,0.58015,0.0,MPU2
-0.27466,0.32935,0.91968,1.60305,1.0229,0.82443,MPU1
-0.08545,-0.03882,0.96069,-2.16794,0.33588,0.44275,MPU2
-0.27197,0.32812,0.92236,1.55725,0.06107,1.20611,MPU1
-0.09204,-0.04102,0.96069,-1.28244,-0.99237,0.68702,MPU2
-0.2627,0.32642,0.9126,1.89313,0.0,1.16031,MPU1
-0.08813,-0.03931,0.9707,-1.96947,-1.28244,0.39695,MPU2
-0.27246,0.32715,0.92285,1.20611,-0.53435,1.03817,MPU1
-0.10352,-0.04492,0.97021,-0.47328,-1.14504,0.22901,MPU2
-0.28394,0.32959,0.92847,4.1374,0.87023,1.98473,MPU1
-0.10229,-0.04492,0.96045,-0.9313,-1.49618,2.16794,MPU2
-0.26855,0.33252,0.9126,2.73282,0.67176,2.10687,MPU1
-0.09619,-0.03394,0.96045,-0.44275,-0.1374,1.08397,MPU2
-0.26367,0.32471,0.91357,1.51145,-0.73282,0.79389,MPU1
-0.07544,-0.02539,0.94116,-3.38931,-2.10687,-1.19084,MPU2
-0.24414,0.33276,0.89551,-1.83206,-2.82443,0.38168,MPU1
-0.08887,-0.03662,0.98145,-0.18321,-2.54962,0.74809,MPU2
-0.26245,0.33008,0.91919,-3.37405,-4.38168,1.84733,MPU1
-0.07178,-0.04297,1.00586,-3.41985,-4.06107,-3.31298,MPU2
-0.26611,0.32593,0.98828,-3.93893,-5.98473,2.8855,MPU1
-0.09033,-0.06567,1.04297,8.67176,-17.0229,-3.67939,MPU2
-0.29565,0.32837,0.97461,9.19084,-24.54962,8.24428,MPU1
-0.06348,-0.03833,0.98193,7.8626,-18.67175,-0.1374,MPU2
-0.23096,0.33496,0.92749,7.9542,-19.80153,6.8855,MPU1
-0.04102,-0.01099,0.94897,5.89313,-16.80916,-0.64122,MPU2
-0.21655,0.33447,0.8938,5.67939,-0.39695,3.14504,MPU1
-0.07056,-0.02466,0.94409,-1.9084,-6.64122,3.72519,MPU2
-0.24316,0.33179,0.93237,1.77099,-1.28244,7.64885,MPU1
-0.06909,-0.02393,0.93335,-3.40458,-9.0229,7.96947,MPU2
-0.19263,0.32349,0.90356,-5.51145,4.85496,9.0229,MPU1
-0.01489,-0.02246,0.97437,0.8855,1.38931,11.1145,MPU2
1.17041,0.22559,1.20752,176.13741,121.46565,-332.67175,MPU1
-1.97729,-1.05127,2.06665,486.65649,-301.89313,500.25955,MPU2
-2.53516,-0.11621,-0.65454,-12.16794,-254.91603,19.16031,MPU1
-0.25586,0.10425,0.58472,-65.48092,6.15267,85.60305,MPU2
0.00977,0.36743,1.08276,-31.35878,-29.84733,-52.15267,MPU1
