acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.29419,0.02905,0.96826,3.28244,-1.46565,3.77099,MPU1
-0.16602,-0.29761,0.91357,0.33588,-3.16031,3.25191,MPU2
-0.29785,0.04956,0.96924,4.58015,-2.50382,4.64122,MPU1
-0.14648,-0.2915,0.90698,0.85496,-5.05344,1.35878,MPU2
-0.2832,0.04517,0.95532,3.26718,-5.55725,2.96183,MPU1
-0.12793,-0.28516,0.92285,-0.36641,-1.26718,1.45038,MPU2
-0.25977,0.04224,0.95776,2.62595,-0.77863,1.22137,MPU1
-0.125,-0.29639,0.92163,0.8855,-1.03817,-0.9771,MPU2
-0.27734,0.05444,0.93799,1.12977,-1.46565,-1.14504,MPU1
-0.15479,-0.2876,0.90991,-3.48092,-1.03817,-1.43511,MPU2
-0.29932,0.04224,0.98096,1.77099,2.18321,0.35115,MPU1
-0.15259,-0.28442,0.91089,-2.35115,-0.59542,-0.41221,MPU2
-0.30688,0.05273,0.96606,1.16031,-0.33588,1.12977,MPU1
-0.1543,-0.30347,0.93091,-1.60305,-0.12214,0.87023,MPU2
-0.29834,0.04834,0.95435,1.54198,-0.25954,1.60305,MPU1
-0.16357,-0.30273,0.92529,-1.51145,-1.89313,1.9084,MPU2
-0.28052,0.04077,0.96802,2.54962,-0.0458,2.45802,MPU1
-0.15234,-0.28467,0.90186,-2.73282,-0.19847,2.0916,MPU2
-0.28076,0.0459,0.96118,1.28244,-0.94656,2.0458,MPU1
-0.13403,-0.29639,0.91504,-2.29008,-0.15267,0.54962,MPU2
-0.27197,0.04932,0.97363,2.07634,0.24427,0.64122,MPU1
-0.14893,-0.28955,0.90063,-3.38931,-1.1145,0.76336,MPU2
-0.28296,0.03174,0.97314,0.90076,-0.0458,0.44275,MPU1
-0.13818,-0.30859,0.93506,0.50382,-0.24427,-0.25954,MPU2
-0.29395,0.05273,0.95972,1.69466,-0.16794,1.09924,MPU1
-0.13428,-0.30322,0.92358,-1.66412,0.35115,-0.29008,MPU2
-0.28589,0.0332,0.97339,2.24427,-0.54962,0.38168,MPU1
-0.1416,-0.30225,0.92065,-0.36641,-0.27481,-0.25954,MPU2
-0.28491,0.04028,0.96753,2.51908,0.12214,0.47328,MPU1
-0.1272,-0.30469,0.90723,-1.05344,0.07634,-1.14504,MPU2
-0.28833,0.03345,0.96484,4.21374,-1.63359,-0.44275,MPU1
-0.15967,-0.28638,0.88843,-2.45802,-0.19847,-0.0916,MPU2
-0.29077,0.04785,0.94971,-0.54962,-0.24427,-0.01527,MPU1
-0.15796,-0.30029,0.95312,-0.41221,-2.94656,-0.53435,MPU2
-0.28638,0.05957,0.95825,1.31298,-2.25954,1.12977,MPU1
-0.14526,-0.28638,0.91064,-4.24427,-0.0916,1.26718,MPU2
-0.27368,0.05127,1.00024,3.12977,-1.54198,0.50382,MPU1
-0.15186,-0.29199,0.91846,0.74809,-6.21374,-1.35878,MPU2
-0.29077,0.05835,0.95532,1.54198,-2.64122,1.46565,MPU1
-0.14429,-0.30054,0.92627,-1.58779,-3.00763,-0.16794,MPU2
-0.27637,0.05493,0.96533,1.08397,-6.51908,0.07634,MPU1
-0.14697,-0.2915,0.92432,-1.64885,-4.9313,-1.48092,MPU2
-0.29395,0.0376,0.9729,1.77099,-1.66412,0.70229,MPU1
-0.14233,-0.302,0.9187,-0.85496,-1.51145,0.96183,MPU2
-0.27539,0.05029,0.92505,0.61069,-0.36641,0.90076,MPU1
-0.14868,-0.28564,0.88965,-4.45802,-2.44275,0.71756,MPU2
-0.29858,0.04956,0.97583,1.0229,-2.07634,2.51908,MPU1
-0.14233,-0.28174,0.89502,-3.20611,-2.22901,2.32061,MPU2
-0.28149,0.0437,0.91382,-3.98473,-1.52672,3.28244,MPU1
-0.13892,-0.29639,0.88989,-7.00763,-3.19084,4.0458,MPU2
-0.25269,0.02515,0.96973,-2.30534,1.00763,4.16794,MPU1
-0.1001,-0.32373,0.87207,-8.10687,-5.64885,5.23664,MPU2
-0.11572,-0.08545,0.99731,-10.12214,-1.43511,13.0687,MPU1
0.4729,-0.42578,1.10645,-10.29008,13.34351,23.14504,MPU2
1.30273,-0.45776,1.75586,36.10687,46.53435,-18.9313,MPU1
2.41895,-0.66553,1.82202,78.87023,133.26718,-146.7939,MPU2
2.1814,-1.10132,1.99146,220.39694,54.0916,-325.32825,MPU1
2.17505,-1.5332,1.23267,226.62596,227.64885,-435.90839,MPU2
0.61743,-2.14624,1.29224,341.66412,35.0229,-500.27481,MPU1
0.02368,-2.34814,0.00342,234.9313,189.60306,-459.16031,MPU2
-1.34888,-1.7478,0.53638,254.91603,-7.63359,-402.73282,MPU1
-0.95605,-2.021,0.12256,170.45801,167.52672,-331.26718,MPU2
-1.93823,-1.11353,0.01587,140.04581,49.29771,-262.8855,MPU1
-1.84106,-1.2522,-0.33545,54.73283,36.76336,-157.78625,MPU2
-1.89307,-0.4519,0.20166,15.28244,-73.60305,-75.19084,MPU1
-1.24365,-0.83521,0.27759,-6.27481,-41.17557,-58.71756,MPU2
-1.21045,-0.26074,0.50049,-4.35115,15.43511,-27.83206,MPU1
-0.96094,-0.52686,0.36426,-13.38931,7.38931,-15.29771,MPU2
-0.79614,-0.09326,0.58032,15.55725,4.9771,-24.48855,MPU1
-0.69507,-0.25171,0.47119,-15.55725,43.08397,-14.42748,MPU2
-0.74487,0.07568,0.4541,-9.84733,26.03053,-28.50382,MPU1
-0.76343,-0.30737,0.44873,-25.67939,-11.43511,-20.45802,MPU2
-0.8418,0.07349,0.71045,-16.79389,-4.99237,-9.98473,MPU1
-0.70679,-0.38916,0.71655,-21.55725,9.77099,2.9313,MPU2
-0.79663,0.02759,0.71216,-22.18321,15.67939,0.96183,MPU1
-0.63647,-0.39771,0.76685,-17.09924,7.22137,5.89313,MPU2
-0.79468,0.05151,0.76978,-10.39695,2.64122,14.9313,MPU1
-0.60034,-0.37549,0.75635,-2.12214,-9.23664,15.00763,MPU2
-0.66016,0.05151,0.76392,-4.38168,-1.84733,19.29771,MPU1
-0.51099,-0.31982,0.71191,-6.50382,-10.45802,13.14504,MPU2
-0.56079,0.05029,0.75439,-6.03053,1.54198,9.48092,MPU1
-0.47461,-0.31519,0.73608,-12.38168,8.79389,7.14504,MPU2
-0.64331,0.06396,0.77783,-9.23664,-8.01527,5.98473,MPU1
-0.56006,-0.37402,0.74536,-5.63359,-27.69466,3.98473,MPU2
-0.61743,0.04639,0.81738,-8.27481,-17.64886,11.70992,MPU1
-0.43457,-0.35522,0.82422,-1.38931,-15.96947,0.99237,MPU2
-0.6377,0.04761,0.84985,0.67176,-22.45802,9.92366,MPU1
-0.53101,-0.32471,0.74902,-2.25954,-26.59542,6.12214,MPU2
-0.57764,0.06348,0.77051,-7.77099,-14.07634,12.44275,MPU1
-0.45044,-0.32837,0.78345,-4.0458,-18.56489,3.64885,MPU2
-0.65283,0.07275,0.83643,-3.58779,-30.25954,16.06107,MPU1
-0.51343,-0.36475,0.8042,-3.81679,-23.34351,14.74809,MPU2
-0.52124,0.02417,0.89819,-0.35115,-7.05344,11.78626,MPU1
-0.42651,-0.36646,0.86108,2.90076,-3.35878,6.27481,MPU2
-0.57129,0.05737,0.84619,4.18321,-0.12214,9.81679,MPU1
-0.44556,-0.32983,0.78345,1.34351,-2.10687,5.25191,MPU2
-0.52637,0.07202,0.80103,2.48855,4.1374,2.9771,MPU1
-0.43188,-0.31909,0.80737,0.12214,-0.0458,-0.38168,MPU2
-0.55225,0.0498,0.85156,4.9313,-3.08397,-0.29008,MPU1
-0.46802,-0.33179,0.77197,-1.20611,-0.01527,0.22901,MPU2
-0.55298,0.05127,0.82837,1.26718,-3.1145,-0.59542,MPU1
-0.46606,-0.3291,0.78711,-3.23664,-2.10687,0.06107,MPU2
-0.53369,0.06494,0.83276,1.26718,-0.1374,-2.29008,MPU1
-0.45337,-0.33105,0.79395,-1.9542,0.74809,-2.18321,MPU2
-0.58862,0.07104,0.82251,2.32061,0.61069,3.17557,MPU1
-0.43237,-0.31885,0.77954,-2.41221,-0.70229,-1.00763,MPU2
-0.53955,0.05444,0.84082,2.36641,-0.64122,-2.58015,MPU1
-0.44531,-0.33447,0.78711,-0.82443,3.74046,0.15267,MPU2
-0.53247,0.06372,0.80127,2.39695,1.98473,-2.80916,MPU1
-0.44971,-0.31836,0.74072,-5.23664,2.82443,-3.20611,MPU2
-0.56299,0.05933,0.82373,-0.54962,4.07634,-4.25954,MPU1
-0.47168,-0.34741,0.75537,-5.00763,2.96183,-4.61069,MPU2
-0.57104,0.05298,0.80518,-0.9771,3.74046,-5.9542,MPU1
-0.46606,-0.33057,0.75708,-6.44275,6.99237,-5.12977,MPU2
-0.59937,0.04541,0.81152,-2.22901,5.54198,-5.48092,MPU1
-0.50562,-0.35986,0.80005,-4.24427,2.25954,-3.93893,MPU2
-0.64209,0.0437,0.82202,-1.67939,-0.22901,-1.29771,MPU1
-0.50537,-0.35693,0.77637,-5.55725,-0.24427,0.87023,MPU2
-0.61304,0.04419,0.84912,1.20611,0.38168,3.12977,MPU1
-0.50684,-0.35596,0.78271,-2.19847,-5.0229,3.28244,MPU2
-0.56494,0.03931,0.85376,3.66412,1.57252,2.0,MPU1
-0.48267,-0.34668,0.76367,-1.57252,-0.76336,2.36641,MPU2
-0.58496,0.05054,0.80225,-0.82443,-2.29008,2.91603,MPU1
-0.45264,-0.35986,0.82275,-0.85496,-0.64122,1.69466,MPU2
-0.57495,0.04834,0.83887,3.54198,-0.1374,1.69466,MPU1
-0.46387,-0.35229,0.78174,3.22137,-0.8855,-0.30534,MPU2
-0.58472,0.04712,0.80591,3.87786,-1.8626,1.29771,MPU1
-0.5061,-0.32593,0.73022,-0.64122,-8.90076,0.85496,MPU2
-0.56348,0.03223,0.81104,0.25954,-2.73282,0.12214,MPU1
-0.47461,-0.36377,0.77222,-3.32824,1.16031,-1.31298,MPU2
-0.5957,0.04712,0.82568,1.96947,-3.17557,0.53435,MPU1
-0.4519,-0.34961,0.77954,-1.0229,-3.25191,-2.12214,MPU2
-0.56323,0.04907,0.81421,2.73282,-1.83206,-0.42748,MPU1
-0.44702,-0.3374,0.78223,-0.9313,0.41221,-2.27481,MPU2
-0.58154,0.05078,0.82129,2.32061,0.85496,0.87023,MPU1
-0.46777,-0.34082,0.75781,-2.29008,-1.26718,1.0229,MPU2
-0.56958,0.04102,0.80933,-0.16794,-1.08397,0.36641,MPU1
-0.46411,-0.35278,0.78735,-3.26718,-2.12214,0.83969,MPU2
-0.552,0.04175,0.83447,1.16031,0.18321,-0.70229,MPU1
-0.47314,-0.33594,0.75269,-3.23664,-5.14504,-2.0,MPU2
-0.57227,0.0437,0.82812,0.80916,-0.74809,-0.24427,MPU1
-0.4668,-0.34131,0.77368,-3.58779,-0.90076,-1.28244,MPU2
-0.58887,0.0481,0.82788,-0.48855,-1.0229,0.03053,MPU1
-0.47095,-0.36133,0.79517,-2.59542,1.19084,0.1374,MPU2
-0.60742,0.04248,0.84204,2.06107,-1.87786,1.80153,MPU1
-0.47852,-0.35938,0.79297,-0.82443,-2.22901,2.0916,MPU2
-0.56372,0.04468,0.82251,1.46565,-0.54962,2.0,MPU1
-0.46509,-0.34302,0.77954,-0.9771,-2.59542,0.44275,MPU2
-0.56079,0.03833,0.82227,1.25191,-3.37405,1.25191,MPU1
-0.44824,-0.35742,0.78857,-1.57252,-2.0,0.07634,MPU2
-0.55688,0.04077,0.81299,1.16031,-2.61069,0.32061,MPU1
-0.46826,-0.35522,0.77075,-1.23664,-6.10687,-1.03817,MPU2
-0.56201,0.04297,0.81079,-0.99237,-4.59542,0.83969,MPU1
-0.4436,-0.3584,0.78271,-2.79389,-2.30534,-1.69466,MPU2
-0.55811,0.03223,0.84326,1.17557,-0.39695,-0.9313,MPU1
-0.46143,-0.36206,0.79614,-1.92366,1.05344,0.15267,MPU2
-0.57373,0.02954,0.83374,2.41221,-1.78626,1.66412,MPU1
-0.45386,-0.34033,0.75415,-3.69466,-1.81679,0.30534,MPU2
-0.5498,0.04004,0.82983,-1.48092,2.48855,-0.77863,MPU1
-0.47339,-0.37427,0.78125,-2.62595,-3.20611,0.21374,MPU2
-0.57056,0.03394,0.83081,0.10687,-2.19847,2.47328,MPU1
-0.43652,-0.36816,0.81079,-2.01527,2.25954,1.20611,MPU2
-0.56909,0.03662,0.83789,3.31298,-0.71756,1.45038,MPU1
-0.44409,-0.34985,0.75244,-0.91603,-2.45802,-1.00763,MPU2
-0.55566,0.03882,0.82373,-0.06107,0.22901,-0.79389,MPU1
-0.43042,-0.35229,0.79883,-2.58015,0.06107,-3.84733,MPU2
-0.57349,0.02393,0.83862,2.0916,-0.79389,-2.70229,MPU1
-0.50806,-0.36523,0.77368,-3.92366,-1.84733,-0.06107,MPU2
-0.58374,0.02441,0.85474,1.31298,-1.52672,2.24427,MPU1
-0.46655,-0.375,0.79346,-1.49618,-3.60305,2.44275,MPU2
-0.55493,0.0332,0.85718,2.80916,0.76336,3.25191,MPU1
-0.44702,-0.35376,0.77881,0.22901,-2.35115,2.32061,MPU2
-0.5625,0.03418,0.81079,1.77099,-3.00763,3.84733,MPU1
-0.44019,-0.35083,0.77295,-2.8855,-0.71756,2.0458,MPU2
