acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,sensor
-0.27612,0.0083,0.96436,1.22137,-2.0458,0.68702,MPU1
-0.13184,-0.35889,0.89941,-2.54962,-1.35878,0.82443,MPU2
-0.27344,0.0,0.96973,1.48092,0.03053,0.85496,MPU1
-0.13086,-0.37256,0.90649,-1.12977,-1.60305,0.27481,MPU2
-0.26709,0.00146,0.96411,2.10687,-0.01527,0.45802,MPU1
-0.13501,-0.36987,0.90991,-0.50382,-0.8855,0.21374,MPU2
-0.28247,-0.00757,0.96973,2.32061,-1.80153,2.0,MPU1
-0.13062,-0.36548,0.90698,-0.90076,-3.54198,0.90076,MPU2
-0.26782,-0.00732,0.97803,2.06107,-2.16794,1.49618,MPU1
-0.14087,-0.38037,0.90381,-0.22901,-2.0458,1.8626,MPU2
-0.30444,0.00293,0.97363,2.48855,-0.90076,4.64122,MPU1
-0.13574,-0.35571,0.87207,-1.77099,-4.61069,2.94656,MPU2
-0.26562,0.00146,0.93774,-0.33588,-3.66412,3.81679,MPU1
-0.11108,-0.37402,0.89966,-2.62595,-2.44275,2.67176,MPU2
-0.24487,0.01025,0.96362,-1.03817,-6.0916,3.37405,MPU1
-0.05322,-0.3396,0.89038,-2.12214,-11.35878,-2.29008,MPU2
-0.16064,-0.01831,0.97412,2.45802,-7.0687,0.10687,MPU1
0.14404,-0.38062,0.93164,-0.8855,2.29008,-7.22137,MPU2
0.29248,-0.12085,1.25049,19.46565,0.01527,-28.8855,MPU1
0.80737,-0.45386,1.29834,5.14504,35.23664,-28.35114,MPU2
1.26733,-0.45312,1.91016,104.76336,59.1145,-133.74046,MPU1
1.35181,-0.74902,1.44092,114.58015,122.09161,-174.41222,MPU2
1.22925,-0.83008,1.79688,202.50381,4.15267,-274.9313,MPU1
1.45361,-1.2832,1.19629,185.43512,197.74046,-319.32825,MPU2
0.4519,-1.30127,1.18555,242.04581,60.9771,-379.771,MPU1
0.50366,-1.71167,0.58984,200.15266,192.73282,-364.19849,MPU2
-0.69507,-1.37012,0.76587,231.92366,33.51145,-350.10687,MPU1
-0.57544,-1.52881,0.10889,157.32825,129.81679,-297.64886,MPU2
