sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,13.49618,-10.51908,5.09924,-0.30664,-0.31104,0.87036
MPU2,20.67175,-51.06870,-12.07634,-0.60327,0.00757,0.67334
MPU1,5.19084,-92.90076,-86.21374,-0.25146,-0.31934,0.82666
MPU2,0.22901,-138.45801,-56.29008,-0.44141,0.08350,0.72729
MPU1,-8.32061,-51.81680,-75.55725,-0.10254,-0.22827,0.71143
MPU2,0.36641,-49.25191,-36.93130,-0.12256,0.02344,0.98804
MPU1,6.07634,-31.20611,-62.41221,-0.18311,-0.42725,1.04150
MPU2,6.71756,-86.53435,-40.58015,-0.29468,0.04980,0.97607
MPU1,-11.92366,-88.87023,-75.60305,-0.14111,-0.39307,1.04468
MPU2,-0.22901,-148.29007,-40.85496,-0.37891,0.05591,0.97949
MPU1,17.19084,-148.35115,-66.77863,-0.36450,-0.45312,1.21362
MPU2,11.80153,-157.61832,-18.56489,-0.34985,0.04346,1.14404
MPU1,55.87786,-157.38931,-54.18320,-0.21191,-0.46191,1.21802
MPU2,25.08397,-103.03817,3.93893,-0.09790,-0.02612,1.06177
MPU1,72.47328,-88.93130,-13.93893,-0.08130,-0.29102,0.94482
MPU2,29.60305,-72.94656,22.16794,-0.08032,-0.01709,0.96045
MPU1,47.83206,-42.16794,1.98473,0.23462,-0.15942,0.67627
MPU2,12.90076,5.86260,25.64886,0.14038,0.04932,0.99365
MPU1,-23.20611,36.93130,36.48855,0.38281,-0.06763,0.53052
MPU2,-11.25191,158.67175,22.51908,0.24585,0.07275,0.93042
MPU1,-5.80153,327.06870,151.61832,0.26587,-0.15723,0.55713
MPU2,-31.49618,470.19849,49.77099,0.20239,0.17432,0.91797
MPU1,27.52672,500.25955,225.75572,-0.43970,0.05127,0.41479
MPU2,-78.50381,500.25955,59.93893,-0.25830,0.16113,0.52222
MPU1,-42.24427,500.25955,354.77863,-1.49097,0.14453,0.28638
MPU2,-99.31298,500.25955,116.97710,-0.30640,0.11304,-0.07056
MPU1,-16.03053,446.25955,245.32825,-1.18726,-0.15137,0.47974
MPU2,-54.38168,366.93130,16.04580,-1.24487,0.15894,-0.63892
MPU1,14.33588,300.59543,160.38168,-1.26050,0.12720,0.15796
MPU2,-11.89313,279.32825,21.52672,-1.18506,0.12036,-0.54736
MPU1,14.61069,182.82443,103.26717,-1.33008,0.30786,-0.04077
MPU2,-18.73282,190.22900,35.57252,-0.82422,0.15039,-0.72632
MPU1,31.11450,134.48856,76.12214,-0.76660,0.36719,-0.37549
MPU2,7.00763,60.07634,1.16031,-0.96729,0.19263,-0.98657
MPU1,18.87023,29.92366,40.62595,-1.00342,0.50464,-0.50317
MPU2,0.19847,14.76336,16.18321,-0.70972,0.16211,-0.83228
MPU1,0.27481,-20.82443,-12.56489,-0.63379,0.44189,-0.56885
MPU2,-13.11450,-30.47328,-6.16794,-0.68481,0.19971,-0.83130
MPU1,-4.59542,-18.32061,-8.82443,-0.82178,0.53076,-0.58203
MPU2,0.39695,-61.16031,-6.68702,-0.82104,0.22168,-0.81274
MPU1,-12.18321,-126.85497,-82.77863,-0.77222,0.31909,-0.37476
MPU2,31.25191,-229.25191,-37.60305,-0.97217,0.16626,-0.92456
MPU1,23.09924,-275.80151,-197.86259,-1.04150,0.19678,-0.17480
MPU2,54.01527,-420.93130,-62.41221,-1.07812,0.15137,-0.84546
MPU1,16.50382,-474.93130,-290.76337,-1.49390,0.15112,-0.02124
MPU2,41.03817,-500.27481,-96.99236,-0.99731,0.14014,-0.66748
MPU1,21.41985,-500.27481,-376.67175,-1.37573,-0.09595,0.31616
MPU2,47.19084,-500.27481,-111.19084,-0.25415,0.11475,-0.11865
MPU1,30.76336,-500.27481,-302.80917,-0.81958,-0.15552,0.45264
MPU2,25.41985,-500.27481,-107.57252,-0.00073,0.16260,0.45239
MPU1,4.27481,-365.70993,-173.81679,-0.23706,-0.01514,0.38745
MPU2,21.48092,-166.10687,-4.07634,0.56812,-0.10083,1.41284
MPU1,-0.42748,-78.48855,-11.54198,0.29272,-0.25903,0.62402
MPU2,-4.30534,-75.49619,4.70229,0.01880,0.00708,0.94092
