sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-198.69466,44.49618,-131.37404,-0.59204,-0.94971,0.28418
MPU2,-233.48091,-203.11450,-63.29771,-0.46313,-0.69507,0.93701
MPU1,-146.87787,-34.67939,-123.48092,-0.50562,-1.52539,0.99512
MPU2,-178.06107,125.51145,-63.38931,0.38574,-0.55835,1.70288
MPU1,-170.32062,140.03816,-74.48092,-0.34155,-1.11890,0.43286
MPU2,-172.61069,-65.87786,-75.54198,-0.49243,-0.72803,0.81812
MPU1,-165.67938,-88.57252,-47.61069,-1.34839,-1.24414,0.51807
MPU2,-133.23665,-22.59542,-19.84733,-0.21118,-0.88892,1.20874
MPU1,-80.54962,66.97710,-43.58015,-0.08765,-1.56567,0.58838
MPU2,-82.82442,23.70992,-33.66412,-0.04150,-0.82495,1.00928
MPU1,-69.42748,-8.35114,-14.84733,-0.90063,-1.45483,0.54956
MPU2,-27.86259,50.03053,-9.35878,-0.00171,-1.01001,1.45923
MPU1,66.62595,80.76336,67.58778,-0.62036,-1.79419,1.10156
MPU2,82.51908,73.31298,-11.28244,-0.06055,-0.89819,1.59912
MPU1,151.28244,15.90840,81.80153,-0.92529,-1.89380,1.33203
MPU2,188.19847,81.25191,3.08397,-0.16748,-0.86670,1.67871
MPU1,216.64885,15.38168,109.53435,-0.90918,-1.61792,0.87451
MPU2,246.18321,49.80153,31.35878,-0.33496,-0.90186,1.50635
MPU1,250.12978,-61.98473,113.74809,-1.12231,-1.81934,0.78052
MPU2,303.46564,48.73283,64.21374,-0.27490,-0.86914,1.45825
MPU1,250.12978,-48.26717,157.89313,-0.87720,-1.47510,0.33276
MPU2,308.59543,2.44275,94.65649,-0.35742,-0.70044,1.00952
MPU1,250.12978,-145.47328,114.54198,-0.76831,-1.58838,0.41699
MPU2,328.13739,-20.38168,89.58778,-0.07007,-0.47632,0.89404
MPU1,250.12978,-94.65649,152.09924,-0.34741,-0.95068,0.06616
MPU2,289.64886,39.08397,92.87023,-0.07227,-0.09717,0.38135
MPU1,229.58015,-44.61832,158.61069,-0.12939,-0.25317,-0.27881
MPU2,223.00763,8.16794,89.95420,-0.19727,0.17090,0.07715
MPU1,188.16031,-34.68702,143.51144,0.02002,0.19092,-0.19019
MPU2,147.09924,28.53435,72.44275,-0.07227,0.47339,0.09521
MPU1,124.10687,-50.29008,101.50381,0.07861,0.40332,0.08203
MPU2,87.34351,57.35878,48.27481,0.08423,0.59692,0.18701
MPU1,62.68702,11.48092,74.86259,0.25073,0.59937,0.01855
MPU2,14.96183,40.91603,19.38931,-0.00562,0.68726,-0.18799
MPU1,-16.83969,20.02290,18.83969,0.35596,0.91089,-0.16455
MPU2,-67.75572,52.15267,-10.93130,0.13501,0.77515,-0.05322
MPU1,-130.88550,101.46565,-10.60305,0.39185,0.92236,-0.18994
MPU2,-131.26718,75.61832,-43.29771,0.14258,0.85815,-0.16748
MPU1,-141.72519,136.94656,-13.32824,0.18311,0.68311,0.14551
MPU2,-161.37404,88.85497,-73.26717,0.01367,0.79175,-0.17603
MPU1,-158.38168,166.08397,-48.80916,0.10107,0.52759,0.06763
MPU2,-200.44275,98.87023,-108.79389,-0.06494,0.62061,0.00293
MPU1,-186.46565,94.38168,-163.53435,-0.29175,-0.11523,0.42554
MPU2,-184.35115,-83.29771,-118.30534,-0.41357,0.31372,0.18237
MPU1,-152.37404,134.39694,-123.12214,-0.23950,0.09009,0.07422
MPU2,-232.99237,43.32824,-109.84733,-0.25244,0.24341,0.85474
MPU1,-162.03816,79.14503,-130.14503,-1.12573,-0.67798,0.81836
MPU2,-193.35878,7.51145,-88.88550,-0.52759,-0.06836,0.76147
MPU1,-184.51144,25.19847,-154.65649,-0.99854,-0.60986,0.51978
MPU2,-154.93130,-151.66412,-73.63359,-0.48999,-0.32935,0.91016
MPU1,-79.55725,-23.48855,-124.75572,-0.69653,-0.91113,0.84082
MPU2,-145.61832,-14.38168,-56.83969,-0.14893,-0.26050,1.10522
MPU1,-108.26717,157.06870,31.01527,-0.76392,-0.43823,0.14185
MPU2,-129.00763,80.80916,-54.35115,-0.68066,-0.56006,0.81714
MPU1,-44.74809,-39.16031,-106.39695,-1.14038,-1.12109,0.82080
